# BUSCO version is: 5.6.1 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
8762at4891	Complete	ptg000013l	231213	229450	-	673.2	428	https://v10-1.orthodb.org/?query=8762at4891	Helicase, C-terminal
8855at4891	Complete	ptg000015l	59684	56247	-	498.3	418	https://v10-1.orthodb.org/?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	ptg000007l	570947	568968	-	590.7	381	https://v10-1.orthodb.org/?query=8903at4891	HAD superfamily
8923at4891	Complete	ptg000008l	136061	139594	+	724.1	719	https://v10-1.orthodb.org/?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	ptg000011l	454306	452681	-	593.9	418	https://v10-1.orthodb.org/?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	ptg000015l	227904	226291	-	641.6	444	https://v10-1.orthodb.org/?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	ptg000014l	737215	735866	-	487.4	293	https://v10-1.orthodb.org/?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	ptg000017l	124155	122431	-	602.1	412	https://v10-1.orthodb.org/?query=9012at4891	RNA methyltransferase TrmA, active site
9030at4891	Complete	ptg000004l	190678	194169	+	735.1	625	https://v10-1.orthodb.org/?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	ptg000005l	683602	684990	+	748.8	379	https://v10-1.orthodb.org/?query=9032at4891	RuvB-like helicase
9039at4891	Complete	ptg000005l	832604	834265	+	511.2	342	https://v10-1.orthodb.org/?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	ptg000016l	38749	40125	+	628.4	401	https://v10-1.orthodb.org/?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	ptg000015l	446462	448336	+	597.6	395	https://v10-1.orthodb.org/?query=9096at4891	Ubiquitin-like modifier-activating enzyme Atg7
9152at4891	Complete	ptg000007l	130822	132477	+	664.5	423	https://v10-1.orthodb.org/?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	ptg000008l	764914	760994	-	339.6	444	https://v10-1.orthodb.org/?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	ptg000013l	458789	456813	-	671.4	437	https://v10-1.orthodb.org/?query=9175at4891	tRNA-dihydrouridine synthase
9223at4891	Complete	ptg000015l	439796	437916	-	581.9	422	https://v10-1.orthodb.org/?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	ptg000006l	374762	372453	-	978.3	583	https://v10-1.orthodb.org/?query=9258at4891	RNA helicase
9267at4891	Complete	ptg000001l	177147	178655	+	721.2	374	https://v10-1.orthodb.org/?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	ptg000009l	75004	76548	+	585.3	383	https://v10-1.orthodb.org/?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	ptg000001l	29490	30911	+	700.0	416	https://v10-1.orthodb.org/?query=9322at4891	Peptidase M20
9420at4891	Complete	ptg000007l	698952	696877	-	525.1	362	https://v10-1.orthodb.org/?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	ptg000003l	564361	562955	-	644.6	377	https://v10-1.orthodb.org/?query=9436at4891	Glutathione reductase
9446at4891	Complete	ptg000003l	226842	228464	+	628.8	386	https://v10-1.orthodb.org/?query=9446at4891	Signal recognition particle, SRP54 subunit
9457at4891	Complete	ptg000008l	602701	600470	-	355.4	489	https://v10-1.orthodb.org/?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	ptg000015l	138146	136773	-	753.3	392	https://v10-1.orthodb.org/?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	ptg000013l	378667	380112	+	856.9	421	https://v10-1.orthodb.org/?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	ptg000011l	567169	565466	-	758.3	457	https://v10-1.orthodb.org/?query=9476at4891	ATP-grasp fold
9507at4891	Complete	ptg000014l	99143	97503	-	419.5	399	https://v10-1.orthodb.org/?query=9507at4891	Mannosyltransferase
9509at4891	Complete	ptg000008l	772213	773928	+	449.2	355	https://v10-1.orthodb.org/?query=9509at4891	Sec1-like protein
9513at4891	Complete	ptg000006l	522243	524267	+	589.5	434	https://v10-1.orthodb.org/?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	ptg000014l	62552	63889	+	659.1	364	https://v10-1.orthodb.org/?query=9525at4891	Saccharopine dehydrogenase, NADP binding domain
9553at4891	Complete	ptg000007l	15774	14392	-	648.5	369	https://v10-1.orthodb.org/?query=9553at4891	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
9594at4891	Complete	ptg000015l	155958	154561	-	551.2	375	https://v10-1.orthodb.org/?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	ptg000005l	102997	101078	-	379.3	376	https://v10-1.orthodb.org/?query=9605at4891	Vps52
9609at4891	Complete	ptg000013l	144412	146379	+	636.1	472	https://v10-1.orthodb.org/?query=9609at4891	DNA topoisomerase
9633at4891	Complete	ptg000007l	829431	827917	-	887.6	419	https://v10-1.orthodb.org/?query=9633at4891	RNA helicase
9643at4891	Complete	ptg000007l	386191	388098	+	231.8	304	https://v10-1.orthodb.org/?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	ptg000005l	84979	87597	+	269.3	458	https://v10-1.orthodb.org/?query=9655at4891	Citron homology (CNH) domain
9657at4891	Complete	ptg000011l	214200	215459	+	694.6	357	https://v10-1.orthodb.org/?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	ptg000002l	569404	568043	-	589.4	363	https://v10-1.orthodb.org/?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	ptg000001l	124240	126057	+	560.8	453	https://v10-1.orthodb.org/?query=9680at4891	RNA helicase
9718at4891	Complete	ptg000016l	214317	216257	+	598.7	448	https://v10-1.orthodb.org/?query=9718at4891	LCCL domain
9724at4891	Complete	ptg000002l	291701	289455	-	665.3	499	https://v10-1.orthodb.org/?query=9724at4891	p-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	ptg000008l	406886	404037	-	849.1	615	https://v10-1.orthodb.org/?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	ptg000011l	493817	492102	-	590.9	399	https://v10-1.orthodb.org/?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	ptg000009l	35648	37480	+	417.5	316	https://v10-1.orthodb.org/?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	ptg000009l	127836	129488	+	249.6	301	https://v10-1.orthodb.org/?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	ptg000008l	781038	779593	-	606.0	377	https://v10-1.orthodb.org/?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	ptg000006l	566439	567560	+	445.4	278	https://v10-1.orthodb.org/?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	ptg000011l	782634	784088	+	476.5	356	https://v10-1.orthodb.org/?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	ptg000004l	117254	119470	+	698.6	394	https://v10-1.orthodb.org/?query=9846at4891	Helicase, C-terminal
9862at4891	Complete	ptg000017l	303889	302390	-	741.2	396	https://v10-1.orthodb.org/?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	ptg000003l	584175	582247	-	558.2	428	https://v10-1.orthodb.org/?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	ptg000006l	573120	575027	+	551.1	289	https://v10-1.orthodb.org/?query=9903at4891	Protein kinase domain
9921at4891	Complete	ptg000002l	39479	37920	-	604.0	378	https://v10-1.orthodb.org/?query=9921at4891	Peptide hydrolase
9922at4891	Complete	ptg000017l	221598	219724	-	195.5	182	https://v10-1.orthodb.org/?query=9922at4891	Bromodomain
9948at4891	Complete	ptg000015l	140308	138653	-	871.2	440	https://v10-1.orthodb.org/?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	ptg000003l	300990	302489	+	695.3	394	https://v10-1.orthodb.org/?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	ptg000014l	267402	265549	-	870.8	481	https://v10-1.orthodb.org/?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	ptg000007l	838721	837060	-	469.5	367	https://v10-1.orthodb.org/?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	ptg000014l	239571	238135	-	346.4	289	https://v10-1.orthodb.org/?query=10002at4891	ALG11 mannosyltransferase
10099at4891	Complete	ptg000002l	597371	594852	-	553.5	371	https://v10-1.orthodb.org/?query=10099at4891	WD40-repeat-containing domain
10130at4891	Complete	ptg000003l	545867	543339	-	361.9	444	https://v10-1.orthodb.org/?query=10130at4891	BRO1 domain
10138at4891	Complete	ptg000014l	603577	605283	+	347.1	270	https://v10-1.orthodb.org/?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	ptg000002l	654084	656198	+	468.5	390	https://v10-1.orthodb.org/?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	ptg000005l	1016140	1014767	-	789.5	406	https://v10-1.orthodb.org/?query=10189at4891	Aminoacyl-tRNA synthetase, class II
10194at4891	Complete	ptg000005l	575031	573196	-	461.9	357	https://v10-1.orthodb.org/?query=10194at4891	Tetratricopeptide repeat
10201at4891	Complete	ptg000003l	56826	54763	-	496.4	431	https://v10-1.orthodb.org/?query=10201at4891	DNA polymerase alpha/delta/epsilon, subunit B
10233at4891	Complete	ptg000011l	797769	796435	-	245.5	280	https://v10-1.orthodb.org/?query=10233at4891	Clp1, N-terminal beta-sandwich domain
10256at4891	Complete	ptg000003l	221402	223684	+	432.8	354	https://v10-1.orthodb.org/?query=10256at4891	Synaptotagmin-like mitochondrial-lipid-binding domain
10279at4891	Complete	ptg000008l	1024208	1021827	-	640.9	411	https://v10-1.orthodb.org/?query=10279at4891	Kinesin motor domain
10313at4891	Complete	ptg000008l	955426	957003	+	695.1	373	https://v10-1.orthodb.org/?query=10313at4891	Protein phosphatase 2A regulatory subunit PR55
10332at4891	Complete	ptg000013l	306015	303730	-	455.6	385	https://v10-1.orthodb.org/?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	ptg000003l	140635	137858	-	453.6	531	https://v10-1.orthodb.org/?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	ptg000011l	254918	258187	+	708.1	709	https://v10-1.orthodb.org/?query=10342at4891	p-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	ptg000008l	740959	742527	+	650.8	366	https://v10-1.orthodb.org/?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	ptg000008l	115024	116223	+	525.9	332	https://v10-1.orthodb.org/?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	ptg000003l	282269	280947	-	503.0	332	https://v10-1.orthodb.org/?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	ptg000005l	1124217	1126772	+	637.2	474	https://v10-1.orthodb.org/?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	ptg000004l	325634	323685	-	667.9	468	https://v10-1.orthodb.org/?query=10450at4891	CDC45 family
10497at4891	Complete	ptg000003l	296020	294602	-	267.9	293	https://v10-1.orthodb.org/?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	ptg000005l	797571	795583	-	298.4	408	https://v10-1.orthodb.org/?query=10591at4891	Reduced growth phenotype protein 1
10608at4891	Complete	ptg000011l	87687	86377	-	494.8	329	https://v10-1.orthodb.org/?query=10608at4891	tRNA guanosine-2'-O-methyltransferase, TRM11
10618at4891	Complete	ptg000005l	1223821	1225359	+	406.7	264	https://v10-1.orthodb.org/?query=10618at4891	Protein kinase domain
10619at4891	Complete	ptg000003l	789714	791321	+	427.9	362	https://v10-1.orthodb.org/?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	ptg000009l	252619	254505	+	597.9	429	https://v10-1.orthodb.org/?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	ptg000007l	104157	105350	+	553.2	311	https://v10-1.orthodb.org/?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	ptg000017l	595198	596529	+	503.3	323	https://v10-1.orthodb.org/?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	ptg000004l	232786	230996	-	392.8	308	https://v10-1.orthodb.org/?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	ptg000013l	519519	521471	+	714.6	439	https://v10-1.orthodb.org/?query=10660at4891	WD40-repeat-containing domain
10670at4891	Complete	ptg000008l	602927	604354	+	331.7	314	https://v10-1.orthodb.org/?query=10670at4891	DAMP1, SANT/Myb-like domain
10684at4891	Complete	ptg000002l	199205	197556	-	445.2	337	https://v10-1.orthodb.org/?query=10684at4891	SH3 domain
10695at4891	Complete	ptg000016l	361103	358680	-	347.4	379	https://v10-1.orthodb.org/?query=10695at4891	Dystroglycan-type cadherin-like
10719at4891	Complete	ptg000003l	102456	104300	+	247.4	266	https://v10-1.orthodb.org/?query=10719at4891	Nuclear control of ATP synthase 2
10727at4891	Complete	ptg000005l	854551	852488	-	265.0	306	https://v10-1.orthodb.org/?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	ptg000003l	851379	849583	-	378.8	465	https://v10-1.orthodb.org/?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	ptg000001l	166046	167458	+	590.1	403	https://v10-1.orthodb.org/?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	ptg000005l	113378	111489	-	762.4	408	https://v10-1.orthodb.org/?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	ptg000008l	179024	177576	-	685.2	384	https://v10-1.orthodb.org/?query=10825at4891	Zinc finger, ZPR1-type
10849at4891	Complete	ptg000003l	678974	680188	+	575.0	318	https://v10-1.orthodb.org/?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	ptg000008l	836663	835299	-	421.9	314	https://v10-1.orthodb.org/?query=10854at4891	mRNA capping enzyme, alpha subunit
10861at4891	Complete	ptg000004l	139590	137152	-	314.7	391	https://v10-1.orthodb.org/?query=10861at4891	FAS1 domain
10872at4891	Complete	ptg000006l	314981	313182	-	628.6	407	https://v10-1.orthodb.org/?query=10872at4891	Amino acid transporter, transmembrane domain
10892at4891	Complete	ptg000009l	57900	59315	+	563.7	347	https://v10-1.orthodb.org/?query=10892at4891	ATPase, AFG1-like
10896at4891	Complete	ptg000010l	82695	81439	-	259.0	235	https://v10-1.orthodb.org/?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	ptg000006l	473328	474794	+	353.9	295	https://v10-1.orthodb.org/?query=10924at4891	Actin family
10934at4891	Complete	ptg000002l	287896	289206	+	716.9	363	https://v10-1.orthodb.org/?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	ptg000004l	145752	147125	+	468.9	307	https://v10-1.orthodb.org/?query=10963at4891	Zinc finger C2H2-type
10968at4891	Complete	ptg000002l	241991	243727	+	575.6	353	https://v10-1.orthodb.org/?query=10968at4891	Nuclear pore localisation protein NPL4, C-terminal
10975at4891	Complete	ptg000006l	339019	341028	+	711.0	495	https://v10-1.orthodb.org/?query=10975at4891	Pumilio RNA-binding repeat
11009at4891	Complete	ptg000002l	672166	673536	+	459.8	323	https://v10-1.orthodb.org/?query=11009at4891	Peptidase M16, C-terminal
11034at4891	Complete	ptg000003l	297651	296554	-	680.6	325	https://v10-1.orthodb.org/?query=11034at4891	Glutamine synthetase
11037at4891	Complete	ptg000015l	442921	444213	+	613.1	360	https://v10-1.orthodb.org/?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	ptg000002l	759176	760324	+	473.9	284	https://v10-1.orthodb.org/?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	ptg000001l	24724	22784	-	426.3	310	https://v10-1.orthodb.org/?query=11107at4891	Domain of unknown function DUF155
11155at4891	Missing
11161at4891	Complete	ptg000005l	1333798	1335195	+	705.0	358	https://v10-1.orthodb.org/?query=11161at4891	ATP-dependent RNA helicase DEAD-box, conserved site
11184at4891	Complete	ptg000015l	444571	446103	+	706.3	401	https://v10-1.orthodb.org/?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	ptg000005l	1106177	1105014	-	722.9	349	https://v10-1.orthodb.org/?query=11198at4891	Actin family
11201at4891	Complete	ptg000005l	263912	262629	-	710.8	345	https://v10-1.orthodb.org/?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	ptg000005l	356934	358373	+	355.3	261	https://v10-1.orthodb.org/?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	ptg000011l	416861	415416	-	671.3	370	https://v10-1.orthodb.org/?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	ptg000013l	373641	372454	-	690.4	319	https://v10-1.orthodb.org/?query=11279at4891	Ketol-acid reductoisomerase
11326at4891	Complete	ptg000005l	166861	168177	+	407.2	282	https://v10-1.orthodb.org/?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	ptg000009l	319406	317964	-	660.5	420	https://v10-1.orthodb.org/?query=11330at4891	Peptidase M24
11349at4891	Complete	ptg000002l	470924	473599	+	536.5	495	https://v10-1.orthodb.org/?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	ptg000005l	751863	747973	-	632.0	537	https://v10-1.orthodb.org/?query=11350at4891	SAC3/GANP/THP3
11365at4891	Complete	ptg000008l	822291	823817	+	291.0	246	https://v10-1.orthodb.org/?query=11365at4891	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal
11379at4891	Complete	ptg000005l	227122	224585	-	269.2	439	https://v10-1.orthodb.org/?query=11379at4891	Tetratricopeptide-like helical domain superfamily
11405at4891	Complete	ptg000007l	850330	847907	-	773.1	575	https://v10-1.orthodb.org/?query=11405at4891	RNA-binding domain superfamily
11444at4891	Complete	ptg000014l	543486	542191	-	698.3	380	https://v10-1.orthodb.org/?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	ptg000016l	72100	73311	+	471.3	321	https://v10-1.orthodb.org/?query=11448at4891	DNA primase
11469at4891	Complete	ptg000017l	160636	161793	+	580.5	309	https://v10-1.orthodb.org/?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	ptg000002l	107449	108768	+	542.4	344	https://v10-1.orthodb.org/?query=11530at4891	Glycosyl transferase, family 4
11568at4891	Complete	ptg000017l	275223	276446	+	347.1	252	https://v10-1.orthodb.org/?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	ptg000011l	918368	917001	-	620.9	363	https://v10-1.orthodb.org/?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	ptg000011l	809170	807860	-	686.1	336	https://v10-1.orthodb.org/?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	ptg000003l	125478	124369	-	375.3	275	https://v10-1.orthodb.org/?query=11624at4891	Phospholipid/glycerol acyltransferase
11625at4891	Complete	ptg000016l	274743	273496	-	595.4	324	https://v10-1.orthodb.org/?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	ptg000001l	169072	170538	+	744.5	408	https://v10-1.orthodb.org/?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	ptg000008l	179533	180762	+	617.3	360	https://v10-1.orthodb.org/?query=11682at4891	p-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	ptg000007l	513051	511519	-	677.6	384	https://v10-1.orthodb.org/?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	ptg000001l	19103	20737	+	420.7	303	https://v10-1.orthodb.org/?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	ptg000008l	226768	227934	+	616.0	324	https://v10-1.orthodb.org/?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	ptg000011l	72278	73573	+	571.1	343	https://v10-1.orthodb.org/?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	ptg000006l	366195	364999	-	646.2	314	https://v10-1.orthodb.org/?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	ptg000011l	606849	605302	-	272.5	312	https://v10-1.orthodb.org/?query=11796at4891	Mannosyltransferase
11809at4891	Complete	ptg000017l	281514	283550	+	253.8	270	https://v10-1.orthodb.org/?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	ptg000017l	286228	284891	-	539.3	336	https://v10-1.orthodb.org/?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	ptg000005l	1314747	1313413	-	430.8	337	https://v10-1.orthodb.org/?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	ptg000008l	920427	918760	-	576.0	394	https://v10-1.orthodb.org/?query=11838at4891	Helicase, C-terminal
11851at4891	Complete	ptg000005l	1254081	1251931	-	346.7	462	https://v10-1.orthodb.org/?query=11851at4891	Nuclear pore protein 84/107
11866at4891	Complete	ptg000006l	336936	338639	+	815.4	473	https://v10-1.orthodb.org/?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	ptg000011l	445635	446795	+	689.9	347	https://v10-1.orthodb.org/?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	ptg000005l	858703	860121	+	534.7	343	https://v10-1.orthodb.org/?query=11892at4891	Serine incorporator/TMS membrane protein
11902at4891	Complete	ptg000009l	531066	533027	+	218.8	229	https://v10-1.orthodb.org/?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	ptg000008l	250419	249316	-	577.4	323	https://v10-1.orthodb.org/?query=11916at4891	GTP binding domain
11940at4891	Duplicated	ptg000004l	275765	273792	-	686.7	503	https://v10-1.orthodb.org/?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	ptg000005l	854820	856802	+	653.4	502	https://v10-1.orthodb.org/?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	ptg000016l	229494	230900	+	787.4	403	https://v10-1.orthodb.org/?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	ptg000009l	323840	325246	+	789.2	401	https://v10-1.orthodb.org/?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	ptg000011l	182013	184400	+	271.8	397	https://v10-1.orthodb.org/?query=12025at4891	N-acetyltransferase B complex, non-catalytic subunit
12039at4891	Complete	ptg000011l	132795	131521	-	721.5	367	https://v10-1.orthodb.org/?query=12039at4891	Aminoacyl-tRNA synthetase, class Ic
12044at4891	Complete	ptg000017l	142855	141602	-	222.9	199	https://v10-1.orthodb.org/?query=12044at4891	Organic solute transporter subunit alpha/Transmembrane protein 184
12110at4891	Complete	ptg000010l	178627	180048	+	374.3	300	https://v10-1.orthodb.org/?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	ptg000003l	714326	715543	+	572.9	300	https://v10-1.orthodb.org/?query=12111at4891	Protohaem IX farnesyltransferase
12134at4891	Complete	ptg000014l	412249	416970	+	639.7	655	https://v10-1.orthodb.org/?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	ptg000008l	401712	399901	-	722.7	432	https://v10-1.orthodb.org/?query=12169at4891	Pescadillo
12175at4891	Complete	ptg000011l	657138	655285	-	683.9	476	https://v10-1.orthodb.org/?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	ptg000011l	53678	50541	-	676.4	687	https://v10-1.orthodb.org/?query=12194at4891	Tetratricopeptide repeat
12225at4891	Complete	ptg000017l	623735	620448	-	553.0	742	https://v10-1.orthodb.org/?query=12225at4891	Exportin-1/Importin-beta-like
12232at4891	Complete	ptg000014l	497467	496400	-	526.8	296	https://v10-1.orthodb.org/?query=12232at4891	Glutamine amidotransferase type 2 domain
12237at4891	Complete	ptg000014l	480272	481933	+	261.2	306	https://v10-1.orthodb.org/?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	ptg000009l	541717	542829	+	627.8	308	https://v10-1.orthodb.org/?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	ptg000003l	472647	470251	-	532.6	618	https://v10-1.orthodb.org/?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	ptg000005l	1067607	1066291	-	681.2	345	https://v10-1.orthodb.org/?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	ptg000003l	666623	664041	-	677.9	461	https://v10-1.orthodb.org/?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	ptg000005l	1322653	1324482	+	359.4	329	https://v10-1.orthodb.org/?query=12307at4891	Sas10 C-terminal domain
12308at4891	Complete	ptg000005l	850264	852282	+	755.8	484	https://v10-1.orthodb.org/?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	ptg000007l	788614	787463	-	488.8	290	https://v10-1.orthodb.org/?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	ptg000016l	275013	276509	+	442.0	351	https://v10-1.orthodb.org/?query=12332at4891	HSP20-like chaperone
12347at4891	Complete	ptg000003l	336514	339216	+	824.6	599	https://v10-1.orthodb.org/?query=12347at4891	Mitochondrial carrier protein
12349at4891	Complete	ptg000009l	61913	60903	-	411.5	265	https://v10-1.orthodb.org/?query=12349at4891	Ribosomal protein L2
12381at4891	Complete	ptg000016l	67905	66613	-	384.0	300	https://v10-1.orthodb.org/?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	ptg000013l	266939	268270	+	695.9	383	https://v10-1.orthodb.org/?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	ptg000011l	733189	731906	-	517.8	330	https://v10-1.orthodb.org/?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	ptg000014l	76437	77396	+	419.1	257	https://v10-1.orthodb.org/?query=12450at4891	UbiA prenyltransferase conserved site
12468at4891	Complete	ptg000017l	298312	295214	-	426.7	580	https://v10-1.orthodb.org/?query=12468at4891	Armadillo-type fold
12469at4891	Complete	ptg000006l	219745	218051	-	399.1	373	https://v10-1.orthodb.org/?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	ptg000011l	878376	879536	+	546.1	307	https://v10-1.orthodb.org/?query=12487at4891	Carbamoyl-phosphate synthase small subunit, N-terminal domain
12502at4891	Complete	ptg000011l	620487	621923	+	419.4	332	https://v10-1.orthodb.org/?query=12502at4891	SUN domain
12523at4891	Complete	ptg000002l	122538	123827	+	414.7	284	https://v10-1.orthodb.org/?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	ptg000014l	364252	361660	-	786.8	395	https://v10-1.orthodb.org/?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	ptg000004l	351313	352617	+	637.6	304	https://v10-1.orthodb.org/?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	ptg000003l	57963	59273	+	701.0	364	https://v10-1.orthodb.org/?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	ptg000009l	479539	481920	+	363.3	402	https://v10-1.orthodb.org/?query=12562at4891	Conserved oligomeric Golgi complex, subunit 3
12567at4891	Complete	ptg000003l	509975	508557	-	468.9	319	https://v10-1.orthodb.org/?query=12567at4891	Mitochondrial import inner membrane translocase subunit Tim50
